"Local Time";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.12.2018 15:00";"12.0";"757.9";"760.9";"-3.4";"76";"Wind blowing from the south";"9";"";"12";"60%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20�30%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.9";"No precipitation";"6";"";"";"";"";
"24.12.2018 12:00";"11.1";"761.3";"764.3";"-1.3";"75";"Wind blowing from the south-southwest";"7";"";"10";"20�30%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20�30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"6.8";"";"";"";"";"";"";
"24.12.2018 09:00";"9.7";"762.6";"765.6";"-0.7";"88";"Wind blowing from the south-west";"4";"";"";"70 � 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"5.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 � 80%.";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"7.8";"No precipitation";"12";"Surface of ground moist.";"2.0";"";"";
"24.12.2018 06:00";"8.1";"763.3";"766.3";"-0.9";"82";"Wind blowing from the south-southwest";"3";"";"3";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2000-2500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.2";"";"";"";"";"";"";
"24.12.2018 03:00";"8.2";"764.2";"767.2";"-0.1";"79";"Wind blowing from the north-northwest";"3";"";"6";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.7";"No precipitation";"6";"";"";"";"";
"24.12.2018 00:00";"10.0";"764.3";"767.3";"0.4";"80";"Wind blowing from the west";"3";"";"6";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.7";"";"";"";"";"";"";
"23.12.2018 21:00";"11.1";"763.9";"766.9";"0.6";"88";"Wind blowing from the south-west";"4";"";"7";"60%.";" ";"";"";"";"11.1";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20�30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"9.1";"1.0";"12";"";"";"";"";
"23.12.2018 18:00";"10.7";"763.3";"766.3";"0.7";"89";"Wind blowing from the south-west";"3";"";"7";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.0";"";"";"";"";"";"";
"23.12.2018 15:00";"10.5";"762.6";"765.6";"0.1";"91";"Wind blowing from the west-southwest";"5";"";"9";"70 � 80%.";"Mist. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"70 � 80%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"9.0";"1.0";"6";"";"";"";"";
"23.12.2018 12:00";"10.7";"762.5";"765.5";"0.4";"84";"Wind blowing from the south-west";"7";"";"9";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"8.1";"";"";"";"";"";"";
"23.12.2018 09:00";"10.7";"762.1";"765.1";"0.2";"81";"Wind blowing from the west-southwest";"3";"";"";"70 � 80%.";" ";"";"";"9.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 � 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.6";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"8.0";"";"";
"23.12.2018 06:00";"10.2";"761.9";"764.9";"-0.4";"79";"Wind blowing from the south-southwest";"3";"";"8";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.7";"";"";"";"";"";"";
"23.12.2018 03:00";"10.3";"762.3";"765.3";"-0.8";"77";"Wind blowing from the south-southwest";"5";"";"9";"70 � 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 � 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.4";"No precipitation";"6";"";"";"";"";
"23.12.2018 00:00";"10.1";"763.1";"766.1";"-0.2";"80";"Wind blowing from the south-west";"3";"";"8";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.8";"";"";"";"";"";"";
"22.12.2018 21:00";"9.9";"763.3";"766.4";"-0.6";"80";"Wind blowing from the south-southwest";"6";"";"12";"60%.";" ";"";"";"";"10.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.6";"No precipitation";"12";"";"";"";"";
"22.12.2018 18:00";"9.7";"763.9";"767.0";"-0.4";"80";"Wind blowing from the south-southwest";"6";"";"12";"70 � 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"6.3";"";"";"";"";"";"";
"22.12.2018 15:00";"9.9";"764.3";"767.4";"-1.6";"79";"Wind blowing from the south";"7";"";"10";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20�30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.3";"No precipitation";"6";"";"";"";"";
"22.12.2018 12:00";"8.6";"765.9";"769.0";"0.2";"80";"Wind blowing from the south-southwest";"6";"";"10";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"5.3";"";"";"";"";"";"";
"22.12.2018 09:00";"7.1";"765.7";"768.8";"-0.4";"85";"Wind blowing from the south";"7";"";"";"70 � 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"5.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 � 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"4.8";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"4.0";"";"";
"22.12.2018 06:00";"7.5";"766.1";"769.2";"-0.7";"86";"Wind blowing from the west-southwest";"3";"";"5";"60%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"5.2";"";"";"";"";"";"";
"22.12.2018 03:00";"6.2";"766.8";"769.9";"-0.5";"88";"Wind blowing from the west";"4";"";"6";"50%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"4.3";"No precipitation";"6";"";"";"";"";
"22.12.2018 00:00";"6.9";"767.3";"770.4";"";"88";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.0";"";"";"";"";"";"";
"21.12.2018 21:00";"7.2";"767.9";"771.0";"0.1";"78";"Wind blowing from the west";"4";"";"6";"90  or more, but not 100%";" ";"";"";"";"8.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.5";"No precipitation";"12";"";"";"";"";
"21.12.2018 18:00";"7.5";"767.8";"770.8";"0.0";"78";"Wind blowing from the west";"4";"";"6";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.9";"";"";"";"";"";"";
"21.12.2018 15:00";"7.7";"767.8";"770.9";"-1.3";"79";"Wind blowing from the south-west";"4";"";"7";"70 � 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 � 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.3";"No precipitation";"6";"";"";"";"";
"21.12.2018 12:00";"7.3";"769.1";"772.2";"0.4";"73";"Wind blowing from the east-northeast";"2";"";"7";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"2.7";"";"";"";"";"";"";
"21.12.2018 09:00";"7.8";"768.7";"771.8";"0.1";"65";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"4.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"1.5";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"4.0";"";"";
"21.12.2018 06:00";"6.3";"768.6";"771.7";"0.0";"76";"Wind blowing from the east-northeast";"3";"";"6";"70 � 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 � 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.3";"";"";"";"";"";"";
"21.12.2018 03:00";"6.4";"768.6";"771.7";"-0.4";"79";"Wind blowing from the east";"4";"";"9";"70 � 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 � 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.9";"No precipitation";"6";"";"";"";"";
"21.12.2018 00:00";"5.1";"769.0";"772.0";"0.0";"79";"Wind blowing from the north";"3";"";"9";"50%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"1.7";"";"";"";"";"";"";
"20.12.2018 21:00";"4.5";"769.0";"772.2";"0.2";"81";"Wind blowing from the north-northwest";"4";"";"8";"50%.";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"6.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"1.5";"No precipitation";"12";"";"";"";"";
"20.12.2018 18:00";"4.8";"768.8";"772.0";"0.1";"76";"Wind blowing from the north-northeast";"6";"";"8";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"0.8";"";"";"";"";"";"";
"20.12.2018 15:00";"4.3";"768.7";"771.8";"-1.0";"79";"Wind blowing from the north-northwest";"6";"";"9";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"1.0";"No precipitation";"6";"";"";"";"";
"20.12.2018 12:00";"4.0";"769.7";"772.9";"0.7";"83";"Wind blowing from the north-northwest";"5";"";"9";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"7.0";"1.4";"";"";"";"";"";"";
"20.12.2018 09:00";"2.9";"769.0";"772.2";"1.2";"84";"Wind blowing from the north";"7";"";"";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"1.9";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"0.5";"No precipitation";"12";"Surface of ground moist.";"1.0";"";"";
"20.12.2018 06:00";"2.0";"767.8";"771.0";"0.3";"87";"Wind blowing from the north";"5";"";"11";"70 � 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 � 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"0.0";"";"";"";"";"";"";
"20.12.2018 03:00";"3.0";"767.5";"770.6";"0.0";"75";"Wind blowing from the north";"8";"";"13";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.0";"No precipitation";"6";"";"";"";"";
